Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
INFLUXIS,"Adventure, Indie, Free To Play, Early Access",Free To Play,BaleYc Studios,Sep 1 2020,n/a,69.0,188
Puzzles for smart: Birds,"Casual, Indie",$3.99,Laush Dmitriy Sergeevich,Oct 27 2018,n/a,84.0,13
Ancestors Legacy Free Peasant Edition,Strategy,Free,Destructive Creations,Feb 6 2018,n/a,79.0,874
Underground Prisoner,"Action, Adventure, Casual, Indie",$29.99,Joi Max,May 13 2024,n/a,100.0,10
Monsters Domain: Prologue,"Action, Adventure, Indie, RPG",Free,G-DEVS.com,Jun 27 2023,n/a,77.0,712
Rubled,Casual,$2.99,Abrupt Games,Dec 10 2015,n/a,42.0,33
Sun Warriors,"Action, Adventure, Indie",Free,"Angry Avocado, ESAT",Jan 31 2021,n/a,46.0,13
Pure Logic,"Casual, Indie",$6.99,Sigmund Hoien,Apr 24 2023,n/a,94.0,54
DreamWatcher,"Action, Adventure, Free To Play, Indie",Free,Class of 2019-2020,Nov 27 2020,n/a,83.0,71
StarMade,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",$14.99,Schine GmbH,Nov 27 2014,n/a,66.0,2180
JDM Tuner Racing,"Action, Racing, Simulation, Sports",$0.99,JDM4iK,Jun 3 2016,n/a,67.0,176
Palette Wizard,"Design & Illustration, Photo Editing, Utilities, Web Publishing, Game Development",$14.99,SmallBigSquare,Nov 14 2019,n/a,54.0,11
SunnySide,"Casual, Indie, RPG, Simulation",$29.99,RainyGames,Jun 14 2024,n/a,70.0,763
Frontier Runner,"Adventure, Free To Play, Indie, RPG",Free To Play,Leon Aminof,Nov 23 2017,n/a,58.0,41
Sanitarium,Adventure,$12.99,"Piko Interactive LLC, Bleem.net",Apr 30 1998,n/a,93.0,1024
Criminal Cage,"Adventure, Indie",$7.99,GODNASK,May 9 2022,n/a,36.0,11
Blade and Sorcery,"Action, Adventure, Indie, RPG, Simulation",$29.99,WarpFrog,Jun 17 2024,n/a,96.0,51141
BRINK,"Action, Free To Play",Free To Play,Splash Damage,May 9 2011,n/a,62.0,7844
Haunted Hotel: Eternity Collector's Edition,"Adventure, Casual",$9.99,Elephant Games,May 27 2015,n/a,90.0,10
Impact,"Action, Indie, Early Access",$3.49,RedPunch Studios,Nov 6 2023,n/a,76.0,13
Battle Map Studio,"Casual, Indie, RPG, Simulation, Early Access",$15.99,Bradley Shepherd,Oct 20 2021,n/a,90.0,11
Love & Country,"Indie, Simulation",$14.99,Guhuhu Games LLC,Jun 20 2024,n/a,100.0,17
Possession 1881,"Adventure, Indie",$4.99,End of the Line Studios,Jun 5 2020,n/a,75.0,12
Breeze of Passion,"Adventure, Indie, RPG",$14.99,L7team,Oct 21 2024,n/a,87.0,306
Badland Bandits,"Action, Massively Multiplayer, Racing, RPG, Simulation, Early Access",Free,Wild Wolf Std,Jul 16 2015,n/a,42.0,159
C O S M,"Indie, Simulation, Early Access",$1.99,Dynamoid,Aug 3 2016,n/a,50.0,12
Hamsterdam,"Action, Indie",$4.99,Muse Games,Jul 31 2019,n/a,81.0,72
Marco & The Galaxy Dragon,"Adventure, Casual, Simulation",$19.99,TOKYOTOON,Feb 28 2020,n/a,97.0,6335
9Dragons,"Free To Play, Massively Multiplayer, RPG",Free To Play,Joongwon Entertainment,Feb 14 2017,n/a,67.0,508
Space Moth: Lunar Edition,"Action, Indie",$7.99,1CC Games,Nov 18 2021,n/a,94.0,17
DESOLATIUM,"Adventure, Indie",$14.99,SUPERLUMEN,Apr 5 2024,n/a,15.0,13
Exanima,"Action, Adventure, Indie, RPG, Simulation, Early Access",$14.99,Bare Mettle Entertainment,Apr 29 2015,n/a,82.0,10835
Prison Run and Gun,"Action, Indie",$3.99,Quantized Bit,Mar 16 2016,n/a,90.0,488
The Secret Of Hildegards,Casual,$2.99,Komar Games,Apr 1 2011,n/a,15.0,33
Eschalon: Book III,"Adventure, Indie, RPG",$9.99,Basilisk Games,Feb 14 2014,n/a,77.0,71
Garden Story,"Adventure, Indie, RPG",$19.99,Picogram,Aug 11 2021,n/a,90.0,1108
Lucid Nina,"Adventure, Indie, RPG",$3.99,slimelvl2,Sep 9 2019,n/a,90.0,10
Exoder,"Action, Indie",$7.99,Fever Dream Gameworks,Apr 23 2018,n/a,75.0,12
Slash or Die 2,"Action, Indie",$2.99,ClickGames,Jul 12 2018,n/a,94.0,19
Animals Memory: Insect,"Casual, Indie",$3.99,Laush Dmitriy Sergeevich,Jan 26 2018,n/a,75.0,41
RB: Axolotl,Indie,$9.99,Actawesome,Aug 7 2020,n/a,92.0,38
Spider Queen cave,"Adventure, Casual, Indie, RPG",$9.99,帅宅快乐屋,Feb 4 2023,n/a,40.0,145
Howard Phillips Lovecar,"Action, Indie",$1.99,The Secret Pie,Oct 1 2018,n/a,80.0,42
The Cavern,"Action, Adventure, Casual, Indie, Strategy",$12.99,Space Paw Studios,Oct 24 2017,n/a,46.0,13
Hidden Dragon: Legend,"Action, Indie",$14.99,MegaFun Games Ltd.,Jan 22 2018,n/a,77.0,35
Asteroidiga,"Action, Indie",Free,Levi Stoddard,Nov 20 2019,n/a,75.0,12
Inexistence Rebirth,"Action, Adventure, Indie, RPG",$5.99,Jonathan Brassaud,May 22 2020,n/a,73.0,87
How to Sing to Open Your Heart,"Adventure, Casual, Indie",$11.99,ROSEVERTE,Jan 17 2019,n/a,100.0,21
Lys and Ruka's Magical Bag,"Action, Indie, RPG",$14.99,desunoya,Aug 5 2022,n/a,64.0,45
Ilamentia,Indie,$2.99,caiys,Nov 25 2014,n/a,69.0,76
Day of Infamy,"Action, Indie, Strategy",$14.99,New World Interactive,Mar 23 2017,n/a,84.0,17446
A Little Golf Journey,"Adventure, Casual, Strategy",$12.99,Okidokico,Oct 14 2021,n/a,87.0,55
"Nina Aquila: Legal Eagle, Season One","Adventure, Casual, Indie",$8.99,Tanuki-sama Studios,Jul 9 2021,n/a,96.0,59
The 50 States Quiz,"Casual, Indie",$0.99,Elibo Games,Jul 1 2018,n/a,90.0,42
Train Simulator: London Subway,"Casual, Indie, Simulation",$1.99,Fury Games Production,Jul 4 2018,n/a,60.0,25
Snooker Nation Championship,"Indie, Simulation, Sports, Strategy, Early Access",$3.99,Cherry Pop Games,Apr 27 2016,n/a,62.0,287
Elsie,"Action, Adventure, Indie",$19.99,Knight Shift Games,Sep 10 2024,n/a,71.0,32
B-17 Flying Fortress: The Mighty 8th,Simulation,$7.99,Wayward Design,Dec 13 2000,n/a,80.0,78
Midas Gold Plus,"Adventure, Casual, Free To Play, Indie, RPG, Simulation",Free To Play,Holyday Studios,Feb 1 2017,n/a,85.0,1739
Perfect Universe - Play with Gravity,"Action, Indie",$9.99,Will Sykes Games,Feb 26 2016,n/a,90.0,22
Tri City Monsters,"Indie, Early Access",Free,Studio Peaches,Jun 17 2024,n/a,100.0,42
Happy Anime Puzzle,"Adventure, Indie, RPG, Simulation, Strategy",$1.99,CoolHappy-Game,Apr 4 2019,n/a,71.0,56
Monster Path,"Adventure, RPG, Early Access",$5.99,The Indie Accord,Sep 7 2023,n/a,75.0,16
Magic Caster,"Action, Adventure, Casual, Indie",$2.99,Teerawat Samansook,Jun 20 2024,n/a,100.0,12
Jack Big Chin: Alien Invasion,"Action, Adventure, Casual, Indie",$2.99,Goldarait,Sep 29 2022,n/a,100.0,12
Puzzle Quest: Galactrix,"Casual, RPG",$9.99,Infinite Interactive,Feb 24 2009,n/a,48.0,296
Mystery Case Files: Ravenhearst®,"Adventure, Casual",$9.99,Big Fish Games,Dec 15 2006,n/a,89.0,123
Drawn Story,"Adventure, Indie, Early Access",$4.99,Vitaly Rekubratskiy,Feb 11 2016,n/a,20.0,10
Mabinogi,"Action, Adventure, Casual, Massively Multiplayer, RPG, Simulation, Free To Play",Free to Play,NEXON Korea Corporation,Dec 6 2012,n/a,74.0,3814
Islands of the Caliph,"Action, Adventure, Indie, RPG",$9.99,Schmidt Workshops,Sep 29 2023,n/a,89.0,208
Gamepad Controller Template,"Action, Casual, Indie, Sports, Early Access",$5.99,K,Aug 30 2016,n/a,55.0,40
Trials Fusion™,Racing,$19.99,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Apr 24 2014,n/a,67.0,2080
Dick Wilde 2,Action,$19.99,Bolverk Games,Feb 19 2019,n/a,73.0,26
Starmancer,"Indie, Simulation, Strategy, Early Access",$14.99,Ominux Games,Aug 5 2021,n/a,66.0,819
Above - VR,"Adventure, Simulation",$3.99,Patagoniart,Nov 1 2016,n/a,56.0,30
Across The Line,"Free To Play, Indie, Simulation",Free To Play,Emblematic Group,Feb 1 2017,n/a,55.0,29
Threes!,"Casual, Indie",$5.99,"Asher Vollmer, Greg Wohlwend, BigGiantCircles",Feb 5 2024,n/a,100.0,32
Wooden Sen'SeY,"Action, Indie",$9.99,Upper Byte,Dec 5 2013,n/a,57.0,33
Wobbledogs,"Casual, Indie, Simulation",$19.99,Animal Uprising,Mar 15 2022,n/a,98.0,9680
Mathoria: It All Adds Up,"Casual, Free To Play, Indie, RPG",Free To Play,Senshi.Labs,Dec 27 2014,n/a,59.0,94
You Can Kana - Learn Japanese Hiragana & Katakana,Casual,$9.99,James Moulang,Aug 11 2021,n/a,99.0,197
Chernobyl VR Project,"Education, Early Access",$9.99,The Farm 51 Group SA,Sep 26 2016,n/a,57.0,49
Cowboy Girl,"Action, Adventure, Casual, Indie, Simulation, Strategy",$99.99,KIG Team,Jul 8 2022,n/a,76.0,13
The Epsilon Outcome,"Adventure, Indie, Strategy",$7.99,Kenneth A. Perrine,Jan 21 2021,n/a,100.0,10
Blake Stone: Aliens of Gold,Action,$1.99,JAM Productions,Dec 3 1993,n/a,90.0,101
Superfly,"Action, Indie, Simulation",$14.99,Loco Motion Devs,Jun 17 2022,n/a,91.0,508
E-Startup 2 : Business Tycoon Prologue,"Simulation, Free To Play",Free To Play,Polytale Games,Apr 5 2024,n/a,92.0,63
Leap of Phase: Samantha,"Action, Adventure, Indie",$12.99,Out of the Box Games UG,Jul 13 2022,n/a,94.0,19
Scared Tube,"Casual, Indie, Strategy, Early Access",$5.99,Shinobi Man,Nov 16 2022,n/a,84.0,13
Zenodyne R,"Action, Indie",$9.99,Team Grybanser Fox,May 29 2016,n/a,92.0,25
Maiden Kingdom,"Action, Adventure, Indie, RPG",$4.99,Monster Nut Games,Mar 7 2023,n/a,40.0,10
Odd Realm,"Indie, Simulation, Strategy",$19.99,Unknown Origin Games Inc,Aug 16 2024,n/a,87.0,854
Mystery Case Files®: Escape from Ravenhearst™,"Adventure, Casual",$9.99,Big Fish Studios,Feb 3 2016,n/a,61.0,85
Hoven the Sages Spinel,"Adventure, Casual, Indie, RPG",$1.99,"Bradley Elam, Colton Bone",Aug 31 2015,n/a,100.0,11
BlobCat,"Casual, Indie, Strategy",$9.99,BySamb,Aug 31 2017,n/a,96.0,33
Snezhinka:Sentinel Girls2,"Action, Indie",$7.99,hinyari9,Aug 26 2024,n/a,96.0,1388
Meme Mayhem,"Casual, Strategy",$16.99,Cr3 Studio,Sep 13 2024,n/a,61.0,2930
Pickup Basketball VR,"Sports, Early Access",$9.99,Revog Games,Feb 26 2021,n/a,81.0,69
Rulers of Nations,Strategy,$19.99,Eversim,Jul 16 2014,n/a,47.0,141
Swords and Sandals 5 Redux: Maximus Edition,"Adventure, RPG",$6.99,Whiskeybarrel Studios,Jan 9 2018,n/a,64.0,175
Sands,"Action, Adventure, Free To Play, Indie",Free To Play,Alex Hutkouski,Mar 7 2023,n/a,51.0,277
Guile & Glory: Firstborn,"Indie, RPG, Strategy",$9.99,Elston Studios,Oct 7 2021,n/a,100.0,22
Guardian of Immortal Mountain(仙山守卫者),"Action, Indie",Free To Play,"Bamboo Secrets Co.,Limited",May 10 2018,n/a,90.0,10
WEAPONEER,"Action, Adventure, Indie",$6.99,PLUG_WORLD,Nov 9 2022,n/a,100.0,10
Air Traffic BLITZ VR,"Casual, Indie, Strategy",$4.99,BLITZ VR,Dec 24 2021,n/a,81.0,16
Global Aviation Dream,"Indie, Simulation, Strategy, Early Access",$9.99,Moon Street,Jun 24 2021,n/a,39.0,33
Dreamer: Puzzle,"Casual, Indie, Strategy",$0.99,Ômega Games,Nov 1 2021,n/a,100.0,15
1HEART,"Adventure, Casual, Indie",$9.99,Chicken in The Corn,Oct 10 2014,n/a,64.0,53
Football Director 2019,"Casual, Indie, Simulation, Sports",$3.99,"Sports Director Ltd, Alternative Software Ltd",Dec 14 2018,n/a,23.0,13
Find The Murderer,"Adventure, Indie",$2.99,Ilmir Nasertdinov,Nov 17 2021,n/a,45.0,11
Heart of the Woods,"Casual, Indie",$14.99,Studio Élan,Feb 15 2019,n/a,95.0,760
Fuzecat,"Action, Indie",$3.99,Khundar,May 23 2017,n/a,52.0,17
Mercenary Battle Company: The Reapers,"Action, Casual, Indie",$4.99,Black March Studios,May 9 2024,n/a,47.0,17
Teacher Certification Hell,"Action, Adventure, Casual, Indie",$3.99,HaoHao Games,May 8 2023,n/a,69.0,26
BOMTILES,"Casual, Indie, Strategy, Early Access",Free To Play,jpm,Nov 1 2019,n/a,80.0,15
SCORCH,Action,Free,Accidentally Games,May 15 2021,n/a,85.0,141
Suns of Wiraqocha,"Adventure, Casual, Indie",$4.99,"Alejandro Medina, Rafael Gonzalez-Otoya B., Adrian Blume",Oct 27 2023,n/a,98.0,64
Mystery Trackers: Black Isle Collector's Edition,"Adventure, Casual",$9.99,Elephant Games,Sep 12 2018,n/a,83.0,12
Colt Canyon,"Action, Casual, Indie, RPG",$14.99,Retrific,Jun 16 2020,n/a,91.0,804
Devil Girl Needs Massages,"Casual, Indie",$0.99,Team Anime,Oct 29 2018,n/a,78.0,19
Skulltide,"Action, Adventure, Casual, Indie, RPG",$12.99,ThePlanarDanse,Oct 28 2024,n/a,100.0,12
Dark Days,"Adventure, Indie",$7.99,Parallel Studio,Mar 21 2024,n/a,69.0,39
NSFW ~ Not a Simulator For Working,"Casual, Indie, Simulation",$2.99,GameChanger Studio,Oct 28 2016,n/a,87.0,112
Monster Coming,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$2.99,"FutureGameStudio, ongmaker",Nov 28 2023,n/a,45.0,37
Little Witch Academia: Chamber of Time,"Action, Adventure, RPG",$39.99,"APLUS Co., Ltd",May 15 2018,n/a,77.0,1049
Synthwave FURY,"Action, Casual, Indie, Racing, Simulation",$2.99,New England Interactive,Feb 9 2023,n/a,33.0,12
My Yandere is a Futanari,Adventure,$0.99,owlyboi,Apr 4 2022,n/a,81.0,61
Perceptions of the Dead 2,"Adventure, Indie",$7.99,Ithaqua Labs,Jun 14 2018,n/a,94.0,59
EarthX,"Indie, Simulation, Strategy",$19.99,"Denis, Ry",Jul 12 2023,n/a,92.0,511
Ballistic Zen,Indie,$9.99,Alex Hetherington,Jan 25 2023,n/a,97.0,39
Ignited Steel: Mech Tactics,"Indie, RPG, Strategy",$14.99,Yokaicade,Mar 9 2022,n/a,72.0,77
OneForAll,"Action, Adventure, Indie, Early Access",$5.99,"Relka studio, Raphael Chalupowicz",Feb 2 2022,n/a,53.0,13
Polylithic,"Adventure, Indie, Early Access",$14.99,polyperfect,Nov 9 2023,n/a,70.0,82
Hollow Knight - Gods & Nightmares,"Action, Adventure, Indie",$4.99,Team Cherry,Aug 9 2018,n/a,88.0,516
Author Clicker,"Casual, Indie",$0.99,SunshineOvercast,Mar 14 2019,n/a,30.0,13
Liftoff®: Micro Drones,"Action, Racing, Simulation, Sports, Early Access",$15.99,LuGus Studios,Nov 30 2021,n/a,89.0,480
Bunny Hill,"Action, Casual, Indie, Racing, Sports",$7.99,"DogmaQuest, Brendan Roarty",Oct 23 2020,n/a,95.0,104
Half Minute Hero: The Second Coming,"Action, Indie, RPG",$9.99,Opus,Apr 4 2014,n/a,92.0,446
Zebulon: A Lost Cat,"Adventure, Indie",$4.99,"Potico Games, NuSan",Aug 5 2024,n/a,100.0,17
theBlu,"Adventure, Casual, Indie, Simulation",Free To Play,"Wevr, Inc",Dec 28 2022,n/a,75.0,199
2064: Read Only Memories,"Adventure, Indie",$9.99,"MidBoss, LLC.",Oct 6 2015,n/a,84.0,658
AVOID,"Casual, Indie",$9.99,Donderbos Games,Jun 17 2024,n/a,100.0,11
ISOLAND3: Dust of the Universe,"Adventure, Casual, Indie, Strategy",$2.99,Cotton Game,Mar 17 2020,n/a,92.0,197
1001 Jigsaw. Cute Cats,Casual,$4.99,8floor,Mar 14 2022,n/a,85.0,14
Gangbanged by Orcs and Goblins!,"Action, Adventure, Casual, Indie, RPG, Simulation",$4.99,"Goblin Games Group, Casgra",Jun 5 2024,n/a,69.0,33
Brick Breaker Halloween,"Action, Casual, Indie",$1.99,Moravia Games,Dec 7 2018,n/a,93.0,16
Always Surrender,Action,$3.99,The Covert Sheep Example,Jan 29 2024,n/a,100.0,11
Cover Your Eyes,"Action, Adventure, Indie, Simulation",$4.99,StarSkipp,Nov 6 2020,n/a,81.0,11
The Backrooms,"Adventure, Casual, Indie",$0.99,WASABAE Studios,Aug 1 2019,n/a,24.0,53
JOY OF PROGRAMMING - Software Engineering Simulator,"Indie, Simulation, Strategy, Early Access",$17.99,Prof. Scherer,Jan 30 2024,n/a,85.0,138
Varney Lake,"Adventure, Indie",$9.99,LCB Game Studio,Apr 28 2023,n/a,100.0,45
Sumo Revise,"Action, Casual, Indie, Sports, Free To Play",Free To Play,"John Szymanski, Evan Szymanski, David Szymanski",Jun 25 2015,n/a,50.0,154
VR Kyoto: Beauty of Japan,Casual,$2.99,William at Oxford,Feb 16 2021,n/a,25.0,12
Ecila,"Free To Play, Indie, Massively Multiplayer, RPG, Early Access",Free To Play,DevFun Inc.,Aug 14 2021,n/a,55.0,107
Incoherence,Adventure,$3.99,Glitch Games,Jun 30 2022,n/a,94.0,18
Tetradecagon,"Action, Casual, Indie",$4.99,Geojitsu,Jul 11 2016,n/a,83.0,12
Survivor Squad,"Action, Indie, Strategy",$2.99,Endless Loop Studios,Nov 8 2013,n/a,66.0,535
Self Shot,"Action, Adventure, Casual, Indie",$2.99,Vadd games,Jun 1 2019,n/a,78.0,78
H-SNIPER: Middle East,"Action, Adventure, Indie, RPG, Simulation, Strategy",$0.99,Konnichiwa Games,Jan 16 2020,n/a,87.0,980
Overland,Strategy,$19.99,Finji,Sep 19 2019,n/a,73.0,431
Hentai Shooter 3D,Action,$0.99,KuKo,Sep 1 2018,n/a,73.0,768
Under Pressure,"Action, Casual, Indie, Simulation, Free To Play, Early Access",Free,Antibore,Oct 26 2023,n/a,94.0,74
Escape from Pleasure Planet,Adventure,$14.99,Up Multimedia,Dec 15 2016,n/a,60.0,43
For Whom the Stars Shine,"Casual, Indie, Free To Play",Free To Play,New Dialog,Jun 19 2024,n/a,100.0,18
Higurashi When They Cry Hou+,"Adventure, Indie",$7.99,07th Expansion,Nov 9 2023,n/a,89.0,75
Generation Streets,"Casual, Free To Play, Indie",Free To Play,Roman Shuvalov,Feb 10 2020,n/a,74.0,203
"Jump, Step, Step","Adventure, Indie",$4.99,Phung Games,Mar 28 2017,n/a,81.0,11
Desktop Portal,"Utilities, Early Access",$9.99,CircuitLord,Mar 11 2020,n/a,82.0,68
This War of Mine,"Adventure, Indie, Simulation",$19.99,11 bit studios,Nov 14 2014,n/a,94.0,60697
Winnie The Pooh: The Serial Killer,"Indie, Simulation",$3.99,Ambitious Shark,Feb 9 2023,n/a,83.0,12
Castle In The Darkness,"Action, Adventure, Indie, RPG",$9.99,"Matt Kap, Nicalis, Inc.",Feb 5 2015,n/a,76.0,1137
Extinction Eclipse,"Action, Indie, Strategy",$9.99,TuanisApps,Nov 17 2022,n/a,80.0,25
Island SAGA,RPG,$19.99,Kamichichi,May 19 2020,n/a,86.0,284
Outpost,"Adventure, Casual, Indie, Strategy, Free To Play",Free,Open Mid Interactive,May 1 2020,n/a,87.0,739
Sensorium Galaxy,"Massively Multiplayer, Free To Play, Early Access",Free To Play,Sensorium AG,Oct 18 2023,n/a,52.0,19
Realtime Mining Simulator,"Indie, Simulation, Early Access",$0.99,MazyGames,Mar 28 2021,n/a,64.0,17
Corruption Ranch,"Casual, Indie, RPG, Simulation, Strategy",$4.99,Stormtasty,Nov 11 2022,n/a,41.0,12
Puppy Chef Academy,"Casual, Indie, Simulation",Free To Play,"CTN Design, LLC",Sep 7 2018,n/a,76.0,34
Flower Design,"Casual, Indie, Simulation",$0.99,PanGuoJun,Jan 10 2017,n/a,61.0,63
伏魔天师,"Strategy, Early Access",$7.99,Stream studio,Nov 4 2022,n/a,62.0,16
Bistro Blitz,Casual,Free,Ethan Barlevy,Dec 15 2023,n/a,64.0,14
Shiki,"Adventure, Free To Play, Indie",Free,HataIkeda,Nov 5 2019,n/a,95.0,22
XMusicVisualizer,"Animation & Modeling, Audio Production, Design & Illustration, Utilities, Early Access",$3.99,XDesktopSoft,May 14 2019,n/a,34.0,75
Way of Rhea,"Adventure, Indie",$14.99,Games by Mason LLC,May 20 2024,n/a,97.0,44
Sakura Dungeon,"Adventure, Indie, RPG",$19.99,Winged Cloud,Jun 3 2016,n/a,91.0,1365
Princess Farmer,"Casual, Indie",$14.99,Samobee Games,Mar 31 2022,n/a,96.0,89
Happy Souls,Adventure,$39.99,Galactic Geckon,Jun 19 2024,n/a,86.0,50
Captivus,"Casual, Strategy, Early Access",Free To Play,Christopher Howard,Oct 3 2017,n/a,81.0,11
Operation Covid-19,Action,Free To Play,Supernice,Jun 12 2020,n/a,76.0,34
DruMidia,"Simulation, Early Access",Free To Play,TeaLovers,Nov 21 2020,n/a,80.0,10
Hypatia,"Action, Adventure, Casual, Free To Play, Massively Multiplayer",Free To Play,TimefireVR LLC,Aug 29 2018,n/a,69.0,53
Dead Dreams,"Adventure, Indie",$7.99,Aiaz Marx,Feb 6 2020,n/a,73.0,49
SteamHammerVR - The Rogue Apprentice,"Action, Adventure, Indie, Strategy",$14.99,GamestormVR,Jul 31 2017,n/a,46.0,15
Elysium Heights,"Indie, Early Access",$4.99,CesarGames,Mar 23 2023,n/a,30.0,10
The Rumble Fish +,Action,$7.99,株式会社3goo,Dec 26 2023,n/a,71.0,21
Abnormal1999:Sector 49,Adventure,$2.99,QZQ Studio,Jul 26 2024,n/a,98.0,160
Robber Knight,"Indie, RPG, Simulation, Early Access",$39.99,Sartorian,Jul 22 2022,n/a,67.0,253
Ski Jump Challenge 2024,"Casual, Indie, Simulation, Sports",$2.99,Simplicity Games,Jan 2 2024,n/a,81.0,11
Breached,"Adventure, Indie",$6.99,Drama Drifters,Jun 22 2016,n/a,46.0,83
Willy Morgan and the Curse of Bone Town,"Adventure, Indie",$19.99,imaginarylab,Aug 11 2020,n/a,87.0,389
MX vs ATV Legends,"Racing, Sports",$39.99,Rainbow Studios,Jun 28 2022,n/a,74.0,1765
Split Polarity: The Science Puzzle Arcade Game!,Strategy,$1.99,BallBois,Dec 15 2023,n/a,100.0,13
MIAZMA or the Devil's Stone,Adventure,$9.99,Private Moon Studios,May 2 2018,n/a,75.0,28
Sex Universe [18+],"Casual, Indie, Simulation",$9.99,Octo Games,May 11 2024,n/a,72.0,118
Trash Goblin,"Casual, Simulation, Early Access",$14.99,Spilt Milk Studios Ltd,Nov 6 2024,n/a,81.0,108
Voronica Cleans House: a Vore Adventure,Indie,$12.99,Heedless,Sep 24 2021,n/a,88.0,63
Secret Agent HD,"Action, Adventure, Indie",$7.99,Emberheart Games,Jun 30 2021,n/a,98.0,135
Tangrams Deluxe,"Casual, Indie",$4.99,Vertical Reach,Aug 9 2017,n/a,80.0,21
Alien Rage - Unlimited,Action,$19.99,CI Games,Sep 24 2013,n/a,69.0,1344
MAGIX Video deluxe 2021 Plus Steam Edition,Video Production,$99.99,MAGIX Software GmbH,Sep 9 2020,n/a,38.0,26
VR Formula,"Action, Racing",$12.99,SAT-BOX,Aug 18 2017,n/a,70.0,30
MY WOLF - Desktop Wild Pet,"Adventure, Casual, Indie, Simulation, Utilities",$3.99,3dm_live_wallpapers,Jun 11 2022,n/a,81.0,169
Kama Bullet Heritage,"Action, Adventure, Indie",$0.99,Narko Games,Jul 15 2017,n/a,59.0,66
Fantasy Craft,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Early Access",$19.99,The Spiteful Games,Nov 13 2023,n/a,70.0,140
ORION,"Action, Adventure, Casual, Indie",$0.99,DOT Entertainment,Mar 30 2018,n/a,21.0,19
UnderMine,"Action, Adventure, Indie, RPG",$19.99,Thorium,Aug 6 2020,n/a,91.0,8344
Mysteria ~Occult Shadows~,"Action, Adventure, Indie, RPG",$12.99,U-Secret Studio,Sep 29 2020,n/a,65.0,3111
Captain Morgane and the Golden Turtle,"Adventure, Casual",$4.99,WizarBox,Jan 3 2014,n/a,62.0,113
Might & Mayhem,"Free To Play, Massively Multiplayer, RPG, Strategy",Free To Play,Kiz Studios,Jun 5 2017,n/a,56.0,88
Golf Around! Lite,"Casual, Indie, Simulation, Sports, Free To Play",Free,Hough Studio,Jul 1 2024,n/a,85.0,20
Monster Knockout,"Action, Adventure, Casual, Indie, Simulation, Strategy, Free To Play",Free To Play,SpotPixle Studios,Jan 3 2023,n/a,47.0,23
Butcher's Creek Demo,Action,[],David Szymanski,Oct 10 2024,n/a,93.0,94
Holy Road,"Indie, Simulation",$19.99,peperoncino,Apr 11 2019,n/a,61.0,189
MechWarrior 5: Mercenaries,"Action, Simulation",$29.99,Piranha Games Inc.,May 26 2021,n/a,84.0,9817
SpaceShot,"Action, Casual, Indie",$0.99,Shevchenko Technology,Sep 19 2017,n/a,82.0,176
Alchemist's Fantasy R ~ A Girl's Alchemic Furnace ~,"Adventure, Casual, RPG",$14.99,みじいし,Aug 3 2023,n/a,91.0,45
Fabric Of Reality,"Action, Casual, Indie",$6.99,_Jester_,Dec 14 2022,n/a,94.0,38
My Riding Stables: Life with Horses,"Casual, Simulation, Sports",$14.99,Sproing,Mar 27 2014,n/a,87.0,204
Abstractanoid,"Action, Casual, Indie, Simulation",$1.99,"katanadeath, Alien Jellyfish",Mar 26 2018,n/a,70.0,40
The Chronicles Of Myrtana: Archolos,RPG,Free,The Chronicles Of Myrtana Team,Dec 10 2021,n/a,98.0,15032
ZomDay,"Action, Indie, RPG",$9.99,Intostudio,Mar 27 2020,n/a,85.0,760
The Fastest Fist,"Action, Sports",$9.99,"Beijing Skyline Interaction Technology Co., Ltd.",Oct 30 2016,n/a,78.0,51
Corona Blossom Vol.3 Journey to the Stars,"Adventure, Casual",$9.99,Frontwing,Jan 25 2017,n/a,96.0,126
Conquest of Elysium 3,"Indie, Strategy",$9.99,Illwinter Game Design,Oct 24 2012,n/a,79.0,272
Stowaway,"Action, Adventure, Casual, Indie, Strategy, Early Access",$4.99,Sandstorm Studios Inc.,Nov 6 2020,n/a,75.0,441
Half-Rats: Parasomnia,"Action, Adventure, Free To Play",Free To Play,Heath Games,Oct 31 2017,n/a,67.0,146
The Way of the Pixelated Fist,"Action, Adventure, Indie",$0.99,Blaze Epic,Apr 27 2015,n/a,57.0,26
Lust Theory - Season 1,"Adventure, Casual, RPG",$14.99,Inceton games,Mar 18 2022,n/a,89.0,3258
Paper Play VR Demo,"Action, Casual, Indie, Simulation, Sports",[],Studio Moondowner,Jun 1 2024,n/a,100.0,10
Mooch,"Adventure, Casual, Indie",$4.99,Crank Goblin,Sep 7 2015,n/a,78.0,47
The Dreamlands: Aisling's Quest,"Adventure, Casual, Indie",$4.99,The Domaginarium,Apr 10 2018,n/a,44.0,18
Archangel™: Hellfire - Enlist FREE,"Action, Free To Play, Simulation",Free To Play,Skydance Interactive,Aug 2 2017,n/a,54.0,381
City Climber,"Action, Adventure, Casual, Indie, Simulation, Sports",$1.99,Ondrej Angelovic,Feb 24 2017,n/a,77.0,336
