Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
SATANIC PANIC 666,"Action, Casual, Indie",$4.99,deadworld games,Jun 4 2021,n/a,80.0,113
OXENFREE II: Lost Signals,"Adventure, Indie",$19.99,Night School Studio,Jul 12 2023,n/a,89.0,1564
Aokana - Four Rhythms Across the Blue - EXTRA2,"Adventure, Casual, Sports",$24.99,"sprite, NekoNyan Ltd.",Dec 16 2022,n/a,99.0,1053
Pawn Simulator,"Adventure, Casual, Indie, Simulation, Strategy",$9.99,Editmode,Aug 7 2024,n/a,60.0,66
Escape Memoirs: Mini Stories,"Adventure, Casual, Indie, Free To Play",Free,0 Deer Soft,Sep 30 2022,n/a,85.0,4948
Airport Master,"Simulation, Strategy, Early Access",$14.99,STICLI Games,Feb 17 2017,n/a,24.0,57
Stories of Bethem: Full Moon,"Action, Adventure, Indie, RPG",$4.99,GuGames Development,Dec 11 2015,n/a,82.0,64
Romans: Age of Caesar,"Massively Multiplayer, Strategy, Free To Play",Free To Play,FireFly Studios,Apr 27 2022,n/a,45.0,394
Countdown to NTR,"Adventure, Casual, Indie, RPG",$7.99,OneCoin,May 31 2024,n/a,41.0,12
Sven - Completely Screwed,Action,$14.99,Korion Interactive,Aug 9 2023,n/a,94.0,84
Downbreak,"Adventure, Casual, Indie",$4.99,earrgames,Apr 10 2018,n/a,76.0,30
Heliopedia,"Indie, Simulation",$4.99,Sokpop Collective,Oct 12 2021,n/a,88.0,160
ArcSine,"Action, Indie",$24.99,Prop Logic,Feb 18 2024,n/a,100.0,18
Shipwrecked 64,"Adventure, Casual, Strategy",$7.99,"Squeaks D'Corgeh, Cogware Games",Jan 1 2024,n/a,96.0,1264
Seditionis Crutarch Royale,"Action, Indie, Massively Multiplayer, Free To Play, Early Access",Free To Play,Dragonflare Studios,Oct 14 2021,n/a,75.0,12
夏まつりのハナビィ Hanaby's Summer Festival,"Action, Adventure, Casual, Indie",$19.99,Enigmatic Network,Jul 16 2021,n/a,96.0,27
Neon Hardcore,"Action, Indie",$3.99,Laush Dmitriy Sergeevich,Jul 21 2017,n/a,69.0,113
Streets of Red : Devil's Dare Deluxe,"Action, Indie",$11.99,"Secret Base, Ratloop Asia",Feb 22 2019,n/a,80.0,135
Pure Soul: The Journey of the Witch Emily,"Action, Adventure, Casual, Indie, Racing, RPG",$1.99,Tribus Games Indie,May 6 2020,n/a,100.0,10
My Lovely Empress,"Indie, Simulation, Strategy",$19.99,"GameChanger Studio, Neon Doctrine",Aug 20 2024,n/a,81.0,182
Recursion Deluxe,"Action, Casual, Indie",$4.99,"2D Heroes, Ursa Games",Feb 12 2016,n/a,80.0,31
Regrowth,"Casual, Indie, Strategy",$9.99,Portgate Studios,Apr 19 2021,n/a,100.0,15
eSail Sailing Simulator,"Racing, Simulation, Sports",$37.99,eSail Ltd.,Mar 26 2019,n/a,94.0,627
Skill Up!,"Action, Adventure, Casual, Free To Play",Free To Play,Vision Interactive,Mar 8 2024,n/a,73.0,15
Joy Climb,"Action, Indie",$0.99,SpeedLittleFox,Mar 2 2018,n/a,81.0,22
Motorbike,"Action, Casual, Indie, Racing, Simulation, Sports",$24.99,baKno Games,May 9 2011,n/a,59.0,52
Jack Axe,"Action, Adventure, Indie",$14.99,Keybol Games,Oct 6 2021,n/a,66.0,65
Nom Nom Apocalypse,"Action, Indie",$5.99,Deadleaf Games,Feb 13 2020,n/a,50.0,14
JQ: countries,"Casual, Indie",$0.99,Snkl Studio,Feb 15 2018,n/a,70.0,125
My Lovely Girls,"Casual, Indie",$0.99,Kotovodk Studio,Jan 19 2022,n/a,94.0,19
GemCrusty,"Adventure, Casual, Free To Play, Indie",Free,RedSensationGames,Apr 20 2023,n/a,89.0,120
Orgasm Simulator 2023,"Adventure, Indie, Simulation",$9.99,Pirates Of The Digital Sea,Jul 15 2023,n/a,65.0,186
Legends of Ellaria,"Action, Adventure, Indie, RPG, Strategy",$19.99,Larkon Studio,Apr 1 2021,n/a,57.0,743
Air Combat XF,"Action, Indie",$0.99,Sonic-Alpha,Dec 18 2018,n/a,45.0,24
"Ayase, the Sexy Archer","Action, Adventure, Casual, Indie, Simulation, Sports, Strategy",$4.99,PiHoEntertainment,Apr 27 2023,n/a,96.0,760
Witchfire,"Action, Early Access",$39.99,The Astronauts,Sep 23 2024,n/a,92.0,4428
Contagion VR: Outbreak,"Action, Adventure, Indie, Simulation",$9.99,"Monochrome, Inc",Jun 29 2018,n/a,64.0,633
Rising Angels: Hope,"Adventure, Casual, Indie",$14.99,IDHAS Studios,Mar 18 2016,n/a,87.0,16
Hentai Mosaique Puzzle,"Casual, Indie, RPG, Simulation",$1.99,Lil Hentai Games,Dec 20 2018,n/a,88.0,606
S.E.C.U.,"Action, Casual, Indie",$5.99,Leon Matthew Simanjuntak,Dec 27 2023,n/a,65.0,38
Welcome to Albion!,"Adventure, Indie",$14.99,炎舞堂,Jun 17 2022,n/a,58.0,17
Veneficium,"Action, Adventure, Free To Play",Free,Quarter Moon Games,Mar 12 2021,n/a,73.0,431
RPG NPC Simulator VR,"Action, Adventure, Casual, Indie, RPG, Simulation, Early Access",$14.99,Odooh Games,Feb 25 2020,n/a,71.0,77
Gold Dust,"Action, Adventure",$4.99,NL Studio,Nov 6 2020,n/a,68.0,25
Portable Farm,"Casual, Indie, Simulation",$2.99,Bar Shift Games,Nov 2 2020,n/a,96.0,25
REDSIDE episode 1,"Action, Adventure, Indie",$7.99,Energy Milk,Jul 29 2022,n/a,68.0,22
ONE PIECE: PIRATE WARRIORS 4,Action,$39.99,Koei Tecmo,Mar 26 2020,n/a,91.0,15019
LIGHT: Black Cat & Amnesia Girl,"Action, Adventure, Indie, RPG",$10.99,Daylight Studio,Apr 14 2022,n/a,88.0,60
Longsword - Tabletop Tactics,"Indie, Strategy, Early Access",Free To Play,Zero Sum Games,Jul 20 2017,n/a,55.0,148
Yep!,"Casual, Massively Multiplayer, RPG, Simulation",$10.99,夜蒲女子图鉴,Sep 3 2024,n/a,67.0,67
Gone Astray,Indie,$0.99,Tom-Erik Nielsen,Oct 9 2017,n/a,50.0,12
Ninjin: Clash of Carrots,"Action, Adventure, Indie, RPG",$9.99,Pocket Trap,Sep 4 2018,n/a,93.0,285
Vertigo Void,"Casual, Indie",$4.99,"James de Silva, Matthew Sanders",May 12 2016,n/a,78.0,38
Startup Freak,"Indie, Simulation, Strategy",$11.99,PulPul Games,Oct 18 2019,n/a,65.0,43
Tank Zombie Smasher,"Indie, Simulation, Sports",$4.99,SimpleSoft,Jul 20 2021,n/a,85.0,14
Hollow Remnant,"Action, Indie, RPG",Free To Play,Trinity Experiences,Feb 14 2020,n/a,73.0,19
The Cathedral: Allison's Diary,"Adventure, Indie, Simulation",$5.99,KR Games,Feb 14 2018,n/a,72.0,11
Royal Legends: Raised in Exile Collector's Edition,"Adventure, Casual",$6.99,Do Games Limited,May 19 2022,n/a,40.0,10
Windbound,"Adventure, Indie, RPG",$19.99,5 Lives Studios,Aug 28 2020,n/a,59.0,930
Cartridge Monsters,"Adventure, RPG, Strategy",Free To Play,Happenstance Games,Feb 4 2021,n/a,85.0,21
Tyrania - A Kinetic Visual Novel,"Indie, Free To Play",Free To Play,Leviathanimation,May 27 2020,n/a,78.0,150
Forbidden Dojo,"Casual, Indie, RPG",$12.99,JellyFluff Games,Aug 13 2023,n/a,87.0,55
Tyrania - A Kinetic Visual Novel,"Indie, Free To Play",Free To Play,Leviathanimation,May 27 2020,n/a,78.0,150
Cycle Idle RPG,"RPG, Early Access",Free To Play,Leafcutter,Mar 7 2024,n/a,69.0,162
Binky's Trash Service,"Action, Adventure, Casual, Indie",$2.99,ondydev,Jan 16 2021,n/a,85.0,20
There The Light,"Adventure, Indie",$4.99,CasualBebop,May 31 2019,n/a,77.0,86
Freakout: Calamity TV Show,"Action, Indie",$9.99,Immaterial Studio,Jun 25 2019,n/a,61.0,13
PeriAreion,"Indie, Simulation, Strategy",Free,Explorasaurus Studios,Feb 19 2015,n/a,38.0,60
Roberto el Lagarto,"Action, Casual, Free To Play",Free To Play,ByTreesome,Jun 13 2024,n/a,100.0,67
RAID: World War II,"Action, Adventure, RPG",$19.99,Lion game Lion,Sep 26 2017,n/a,62.0,2123
A Game of Thrones: The Board Game - Digital Edition,Strategy,$19.99,Dire Wolf,Oct 6 2020,n/a,71.0,1539
Galactic Wars EX,"Action, Indie",$7.99,VolcanoBytes,Apr 21 2022,n/a,88.0,17
Dude Simulator Six,"Action, Adventure, Indie, Racing, Simulation",$4.99,Kiddy,Dec 22 2023,n/a,38.0,36
Drox Operative,"Action, Indie, RPG",$19.99,Soldak Entertainment,Nov 29 2012,n/a,88.0,270
Desert Kingdoms,"Casual, Indie, Strategy",$2.99,Markus Fink,Feb 9 2024,n/a,100.0,13
Hot Office: Sex Story 🔞,"Casual, RPG, Simulation",$9.99,Romantic Room,Feb 17 2024,n/a,75.0,120
Car Crash Couch Party,"Casual, Free To Play, Indie, Racing, Sports",Free,Fogbound,Jan 31 2018,n/a,50.0,32
Japanese School Life,"Casual, Indie",$9.99,code:jp,Nov 22 2016,n/a,92.0,155
Hidden Object - 12 in 1 bundle,Adventure,$5.99,Mzone,Sep 1 2016,n/a,54.0,142
DATE A LIVE: Rio Reincarnation,Simulation,$39.99,"Idea Factory, Compile Heart, Sting",Jul 23 2019,n/a,95.0,2528
Slime Rancher,"Action, Adventure, Indie, Simulation",$19.99,Monomi Park,Aug 1 2017,n/a,97.0,111919
Aloof,"Action, Casual, Indie",$4.99,ButtonX,Mar 25 2021,n/a,94.0,17
Lake of Voices,"Casual, Free To Play, Indie",Free,GB Patch Games,Aug 28 2018,n/a,95.0,575
Take On Helicopters,Simulation,$19.99,Bohemia Interactive,Oct 27 2011,n/a,61.0,435
//SNOWFLAKE TATTOO//,"Action, Adventure, Indie, RPG",$4.99,Rail Slave Games,Mar 27 2015,n/a,44.0,36
REFLEXIA Prototype ver.,"Casual, Indie, Free To Play",Free To Play,MAHOUMAIDEN,Aug 31 2022,n/a,97.0,6178
Love's Sweet Garnish 2,"Casual, Indie",$16.99,Canvas+Garden,Oct 2 2020,n/a,95.0,115
FPV Worldwide,Simulation,$16.99,Robin Cretinon,Sep 10 2024,n/a,27.0,11
Divine Adventure RPG,"Action, Adventure, Casual, Indie, RPG",$14.99,Masquerade Games,Dec 20 2022,n/a,83.0,12
Let Them Breathe: Selena's Awakening,"Adventure, Indie, Racing",$29.99,Mutts Presents,Sep 2 2024,n/a,100.0,12
Chex,"Casual, Free To Play",Free,"KonsolKongen, JayJay",Jan 21 2023,n/a,81.0,16
A MIRROR PUZZLE,"Casual, Indie, Strategy",Free To Play,IMDT,Sep 19 2024,n/a,100.0,32
Monster Outbreak,"Action, Adventure, Indie, RPG, Strategy",$14.99,GameMunchers,Oct 3 2022,n/a,65.0,78
Boom Blaster,"Action, Adventure, Indie",$3.99,BigBread,Jul 17 2020,n/a,67.0,31
Komorebi,"Adventure, Casual, Indie, Simulation",$19.99,Klace,Jul 27 2023,n/a,93.0,211
Mirrorama,"Adventure, Casual, Indie",$4.99,Berry Berry Niceu,Jan 12 2022,n/a,90.0,20
Streamer Daily,"Adventure, Casual, Indie, Simulation, Strategy",$11.99,Mehan Games,Mar 4 2020,n/a,88.0,1050
Mute Crimson DX,"Action, Adventure, Indie",$14.99,Iced Lizard Games,Aug 16 2024,n/a,100.0,25
Sim Empire,"Casual, Massively Multiplayer, Simulation, Strategy",$19.99,TKG Inc.,Apr 5 2019,n/a,44.0,184
Paizuri Fantasies Kinetic Novel,"Casual, Indie",$14.99,Dharker Studios,Apr 17 2020,n/a,66.0,12
HAZAMA_QUEEN,"Action, Indie",$4.99,Crush-vAdin,Apr 20 2023,n/a,97.0,90
BIT.TRIP RERUNNER,"Action, Adventure, Indie",$19.99,"Choice Provisions, Gamecraft Studios",Sep 19 2023,n/a,97.0,311
Aisling and the Tavern of Elves,"Casual, Indie",$6.99,VN House,Nov 6 2020,n/a,75.0,24
Beasts of Burden,"Indie, RPG, Free To Play",Free,"Studio Dread LLC, Ram99",Apr 6 2022,n/a,77.0,101
Women's Prison,"Adventure, Indie",$0.99,Quarlellle,Aug 9 2021,n/a,38.0,31
They Don't Sleep,"Action, Simulation",$2.99,Missing Middle Games,Sep 14 2022,n/a,96.0,195
Sophstar,"Action, Indie",$9.99,Banana Bytes,Feb 18 2022,n/a,100.0,78
Deckadance 2,Audio Production,$49.99,Stanton DJ,Apr 25 2016,n/a,68.0,16
XMagicMouse,"Animation & Modeling, Design & Illustration, Utilities, Early Access",$2.99,XDesktopSoft,Jun 5 2019,n/a,55.0,83
SEX × HEX,Casual,$11.99,Norn,Mar 31 2023,n/a,58.0,12
Sugar Shack,"Casual, Indie, Simulation",$19.99,MadLife Divertissement,Sep 14 2023,n/a,69.0,198
The Seven Years War (1756-1763),Strategy,$19.99,Oliver Keppelmüller,Oct 30 2015,n/a,62.0,123
Pyramid Curse,"Adventure, Casual, Indie",$2.99,SpoocleMacBoogle,Sep 20 2023,n/a,87.0,54
Weeny Wise Demo,Adventure,[],Unco Games,Sep 23 2024,n/a,88.0,17
SightLineVR,"Action, Adventure",Free To Play,"Frooxius, Louis Arrigoni, Ondrej Pultar",Aug 25 2013,n/a,91.0,47
Run Run Run,"Casual, Indie, Racing",$2.99,Games Dot Value,Oct 12 2021,n/a,94.0,54
Ultionus: A Tale of Petty Revenge,"Action, Adventure",$6.99,Last Dimension,Feb 25 2014,n/a,69.0,171
Rocket Jockey,"Action, Racing, Sports",$7.99,"Rocket Science Games, Jordan Freeman Group, SegaSoft",Aug 28 2023,n/a,95.0,23
Inside the Memories,"Casual, Indie, Strategy",$0.99,Delta Arcade,Nov 24 2021,n/a,88.0,18
Lazy Climbers,"Action, Adventure, Indie, Early Access",$4.99,Cool Car,Apr 26 2024,n/a,68.0,29
Mobile Empire,"Casual, Indie, Simulation, Strategy",$3.99,Shanghai huan zhen Info Tech Ltd,Jan 26 2018,n/a,54.0,1342
Zeno Clash 2,"Action, Indie",$14.99,ACE Team,Apr 30 2013,n/a,83.0,668
One True Hero,"Action, Adventure, Indie",$14.99,Rat Cliff Games,Oct 20 2022,n/a,77.0,22
.Forty-Five,"Action, Adventure, Indie, Strategy",Free To Play,Microwave Studios,Mar 24 2024,n/a,95.0,644
BlazBlue: Continuum Shift Extend,Action,$19.99,Arc System Works,Dec 11 2014,n/a,91.0,1167
Fate/stay night REMASTERED,Adventure,$29.99,"TYPE-MOON, fuzz Inc.",Aug 7 2024,n/a,94.0,1711
SAD RPG: A Social Anxiety Role Playing Game,"Adventure, Casual, Indie, RPG, Early Access",$7.99,Evil Indie Games,Nov 11 2021,n/a,55.0,34
303 Squadron: Battle of Britain,"Action, Indie, Simulation",$9.99,Atomic Jelly,Aug 31 2018,n/a,59.0,311
Summum Aeterna,"Action, Adventure, Indie, RPG",$19.99,Aeternum Game Studios S.L,Sep 14 2023,n/a,88.0,269
STAR WARS™ Episode I Racer,"Action, Racing",$9.99,LucasArts,May 17 1999,n/a,87.0,1835
Thea 2: The Shattering,"Indie, RPG, Strategy",$24.99,"MuHa Games, Eerie Forest Studio",May 13 2019,n/a,79.0,1802
Castlevania: Lords of Shadow 2,"Action, Adventure",$39.99,MercurySteam,Feb 25 2014,n/a,84.0,4024
Moving Through Life,"Casual, Indie, Simulation",$4.99,Challenging Games,Aug 15 2023,n/a,71.0,49
A Duel Hand Disaster: Trackher,"Action, Indie, Strategy",$9.99,Ask An Enemy Studios,Oct 4 2024,n/a,91.0,12
Skript,"Casual, Indie, Simulation",$24.99,baKno Games,Mar 9 2012,n/a,83.0,12
Duo,"Casual, Indie",$1.99,Bruno Freitas,Dec 19 2016,n/a,90.0,21
Limouzik,"Casual, Indie, Audio Production, Education, Software Training, Utilities, Early Access",$19.99,Limouzik SAS,Jun 18 2018,n/a,60.0,10
Freebie,"Casual, Indie",$1.99,"Free Games Info, hyperboreanGames",Jun 16 2016,n/a,74.0,365
Summer Clover,"Adventure, Casual, Indie, RPG, Simulation, Strategy",$17.99,Connection,Jun 26 2024,n/a,98.0,4209
Elly's Cake Cafe,Casual,$4.99,Creobit,Jun 14 2020,n/a,64.0,14
Grim Tales: The Vengeance Collector's Edition,"Adventure, Casual",$9.99,Elephant Games,Jun 7 2019,n/a,78.0,14
Fairy Fencer F,RPG,$9.99,"Idea Factory, Compile Heart",Aug 4 2015,n/a,90.0,1940
The Turing Test,Adventure,$19.99,BULKHEAD,Aug 30 2016,n/a,87.0,6099
Panzer Corps Gold,Strategy,$29.99,"Flashback Games, The Lordz Games Studio",Jul 10 2011,n/a,91.0,2045
IL DIVINO: Michelangelo's Sistine Ceiling in VR,Simulation,Free,"Christopher Evans, Paul Huston, Wes Bunn, Elijah Dixson, Chris Norden",Nov 18 2019,n/a,96.0,178
You're Not Family,"Casual, Indie",Free,Atiya,Sep 29 2023,n/a,91.0,57
Rustler (Grand Theft Horse),"Action, Adventure, Indie, Racing, RPG",$24.99,Jutsu Games,Feb 18 2021,n/a,79.0,960
Dodge It!,"Action, Simulation, Strategy, Free To Play",Free To Play,samuel crevier,Aug 27 2021,n/a,89.0,929
StaudSoft's Synthetic World Beta,"Action, Indie, RPG",$9.99,StaudSoft,Sep 12 2014,n/a,69.0,13
Car Mechanic Simulator 2018,"Racing, Simulation",$19.99,Red Dot Games,Jul 28 2017,n/a,91.0,45694
Monster Harvest,"Action, Adventure, Indie, RPG",$16.99,Maple Powered Games,Aug 31 2021,n/a,52.0,418
Idle Expanse,"Casual, Free To Play, Indie, RPG, Strategy",Free To Play,Lyrical Games LLC,Sep 7 2020,n/a,55.0,145
King Towers,"Casual, Indie, RPG, Strategy",$2.99,AgeOfGames,Mar 28 2024,n/a,94.0,55
Dark Swords Firelink,Action,$6.99,Lair Games Studio,Dec 13 2023,n/a,69.0,13
Echo Tokyo: An Intro,"Adventure, Casual, Indie",$4.99,Dharker Studios,Jan 27 2016,n/a,60.0,60
Puzlkind Jigsaw Puzzles,"Casual, Free To Play, Massively Multiplayer",Free To Play,"Michael Ferrier, Sarah Jane Lapp",Mar 1 2021,n/a,84.0,19
Colloc,"Adventure, Indie",$3.99,Pazolab Studio,Jul 19 2019,n/a,100.0,13
My Cute Pagangirl,"Adventure, Casual, Indie",$2.99,CUTE ANIME GIRLS,Jul 22 2021,n/a,79.0,87
ECHOES OF WAR: The Last Heartbeat,"Action, Indie, Strategy",$6.99,MPixels,Aug 1 2018,n/a,84.0,13
Horny Witch: Hunt,Casual,$2.99,Cute Pen Games,Oct 11 2022,n/a,50.0,10
METAL GEAR SOLID V: THE PHANTOM PAIN,"Action, Adventure",$19.99,KONAMI,Sep 1 2015,n/a,91.0,63728
Forest of Lesbians (Nymph's Tale Ep1),"Indie, RPG",Free,rpgLord69,Jul 7 2023,n/a,60.0,15
Cryptofall: Investor simulator,"Casual, Indie, Simulation, Strategy",$4.99,Black Deck Crew,Apr 20 2020,n/a,86.0,45
ZERO GUNNER 2-,Action,$9.99,"CITY CONNECTION, Zerodiv",Dec 20 2020,n/a,72.0,51
Drag Star!,"Adventure, Indie, RPG",$4.99,Choice of Games,Mar 14 2019,n/a,96.0,25
Lonely Catgirl is the Purrfect Pussy,Casual,$9.99,Norn,Feb 5 2021,n/a,77.0,80
Mystic Pillars: A Story-Based Puzzle Game,"Adventure, Casual, Indie",$6.99,Holy Cow Productions,Mar 4 2020,n/a,85.0,56
Office Harasser,Adventure,$5.99,Hermes Game,Jul 11 2022,n/a,62.0,16
Fallen Flowers,"Casual, RPG",$0.99,Dawnwing House,Nov 4 2021,n/a,81.0,16
Cloud Cutter,"Action, Indie",$7.99,Just Two ltd.,May 5 2021,n/a,83.0,87
"OH MY GOD, LOOK AT THIS KNIGHT","Action, Adventure, Indie, Free To Play",Free,Foxoft,Jan 30 2018,n/a,95.0,2034
Raw Nerve,"Free To Play, Racing, Simulation",Free,New Physics,Jun 23 2023,n/a,87.0,72
EndlessHell,"Action, Indie, RPG",$1.88,Virtual Journey Studio,Apr 17 2019,n/a,50.0,14
Fallen Bird,"Action, Indie",$2.99,Starmyth,May 24 2018,n/a,87.0,32
Dadish,"Action, Adventure, Indie",$2.99,Thomas K. Young,Feb 22 2021,n/a,94.0,214
Debit And Credit:A Walk Through Accounting Hell,Indie,Free To Play,sniperoncall,Jun 18 2018,n/a,63.0,11
Burning Daylight,"Adventure, Free To Play, Indie",Free,Burning Daylight Team,Apr 19 2019,n/a,88.0,2978
The Clans - Saga of the Twins,"Adventure, Indie, RPG",$4.99,Supreme Clans Entertainment,Apr 21 2015,n/a,39.0,23
Babylon 2055 Pinball,Casual,$3.99,Shine Research,Mar 29 2017,n/a,81.0,16
AAW Wrestle Lab,"Action, Free To Play, Indie, Sports",Free,VICO Game Studio,Sep 27 2019,n/a,76.0,50
Welcome to Levy,Indie,Free To Play,Sleepy Squids,Mar 1 2023,n/a,78.0,28
Tainted Fate,"Action, Adventure, Indie",$9.99,"Delta Reality, Misfit Village",Oct 29 2020,n/a,52.0,19
Unnamed Project,"Adventure, Casual, Indie",$2.99,Highlander Interactive,Apr 16 2024,n/a,77.0,18
Orwell's Animal Farm,"Adventure, Indie",$9.99,Nerial,Dec 10 2020,n/a,79.0,121
Hero Park,Simulation,$12.99,Fun Flavor Games,May 28 2021,n/a,62.0,37
Nachkriegsratten Punk-Rock Puzzle,"Casual, Indie",$4.99,"SpielmannSpiel, bison, Lazer Cats",Jun 1 2022,n/a,100.0,14
Street of Secrets,"Adventure, Casual, Indie",$1.99,Snkl Studio,Jul 19 2023,n/a,97.0,67
Serious Sam VR: The First Encounter,"Action, Indie",$19.99,Croteam VR,Mar 30 2017,n/a,87.0,639
Energy Hook,"Action, Indie, Sports",$9.99,Happion Labs,Jul 5 2016,n/a,65.0,20
Idle Plant Game,"Casual, Simulation",Free,FootoftheHare,Dec 6 2023,n/a,49.0,85
Rich everyone,"Indie, Simulation, Strategy",$6.99,东风吹,Feb 23 2024,n/a,36.0,19
AXE:SURVIVAL,"Action, Adventure, Indie, RPG, Early Access",$2.99,DCELL GAME STUDIO,Jan 14 2019,n/a,5.0,19
Rise of Koreth,"Action, Adventure, RPG",Free To Play,Vizzini Games,Apr 5 2024,n/a,81.0,22
Alien Dawn,"Action, Indie, Early Access",$13.99,VoyagerVR,Oct 23 2021,n/a,62.0,87
Finding Felicia,"Adventure, Casual, RPG",$4.99,Jessica Meije Games,Jul 21 2022,n/a,20.0,10
METAL GEAR & METAL GEAR 2: Solid Snake,Action,$19.99,KONAMI,Oct 24 2023,n/a,84.0,333
Spycraft: The Great Game,Adventure,$5.99,Activision,Feb 29 1996,n/a,90.0,32
Robber Sam,"Action, Adventure, Casual, Indie",$24.99,Louie Inc,Jun 7 2022,n/a,63.0,19
War of the Human Tanks - Limited Operations,"Adventure, Indie, Strategy",$9.99,Yakiniku Banzai,Jun 13 2016,n/a,90.0,21
Obreno: Chapter One,"Adventure, Casual, Free To Play, Indie",Free,Out Of Time Interactive,Aug 3 2020,n/a,71.0,14
Zeuxis : procedural texture generator,Design & Illustration,$6.99,Martin Veilleux,Jun 2 2015,n/a,80.0,26
Coconut,"Casual, Free To Play",Free To Play,Sibling Games,Jul 10 2024,n/a,49.0,55
One Day in London,"Adventure, Casual, Indie",$9.99,Owl Studio,Aug 10 2016,n/a,87.0,66
The Letter - Horror Visual Novel,"Adventure, Indie, RPG",$19.99,Yangyang Mobile,Jul 24 2017,n/a,87.0,1204
Them Bombs,"Casual, Indie",$10.99,Yellow Dot,Jul 10 2019,n/a,94.0,53
The Apartment,"Action, Adventure, Indie",$2.99,Shattered Mirror,Jan 26 2018,n/a,55.0,29
Police hot Tale,"Casual, Indie, Simulation",$0.99,Hot Chill,Aug 21 2020,n/a,54.0,64
Psychopomp GOLD,"Action, Adventure",$8.99,Fading Club,Oct 24 2024,n/a,98.0,1439
HiveCorp,"Action, Casual, Indie, RPG, Early Access",$4.99,Counterspell Studios,Aug 8 2023,n/a,61.0,26
Fury Strike,"Action, Free To Play",Free,Fury Strike Team,Aug 17 2018,n/a,47.0,34
Terra Alia: The Language Discovery RPG,"Adventure, Indie, RPG",$14.99,30 Parallel,May 14 2021,n/a,67.0,81
Furry Lust,"Action, Adventure, Casual, RPG, Simulation",$0.99,Ahegao Games,Jun 18 2021,n/a,74.0,47
Kohate,"Action, Adventure, Indie",$4.99,DarkStone Digital,Oct 15 2020,n/a,81.0,38
Egypt Picross Pharaohs Riddles,Casual,$4.99,Somer Games,Aug 31 2020,n/a,70.0,10
Mask of Sanity,"Action, Indie",$6.99,UNICORE Games Studio,Oct 23 2020,n/a,43.0,46
Metaverse Keeper / 元能失控,"Action, Adventure, Casual, Indie, RPG, Early Access",$14.99,Sparks Games,Apr 10 2019,n/a,78.0,584
Neko Girls,"Casual, Indie",$0.99,IR Studio,Aug 25 2022,n/a,88.0,25
Broken Bots,"Action, Indie",$6.99,Rocket Vulture,Jun 7 2016,n/a,64.0,14
Running Through The Beat,"Indie, Racing",Free To Play,"Tristan Chardat - Oderem, AGriin, Alexis Ly, Vincent Lucas",Jan 8 2024,n/a,64.0,28
Era of Celestials,RPG,Free To Play,Shanghai Youzu Information Technology Corporation,May 3 2023,n/a,55.0,27
Subterra,"Action, Adventure, Indie, RPG",$1.99,Warfare Studios,Sep 18 2017,n/a,69.0,102
RESTLESS SOUL,"Adventure, Indie, RPG",$14.99,Fuz Games,Sep 1 2022,n/a,92.0,170
Incredible Dracula II: The Last Call Collector's Edition,"Adventure, Casual, Strategy",$8.99,"New Bridge Games, Alawar Entertainment",Aug 31 2016,n/a,83.0,43
Estate Agent Simulator,"Indie, Simulation, Early Access",$15.99,Kiki Games,Nov 13 2023,n/a,74.0,455
FORGOTTEN: THE GAME,"Free To Play, Indie",Free To Play,"Vasilis Louvris, Giwrgos Kousakis",Feb 13 2022,n/a,67.0,153
Truth of Beauty Witch -Marine's treasure ship-,"Adventure, Indie",$4.99,"Vaka Game Magazine, ImCyan",Aug 11 2023,n/a,92.0,90
Minos Strategos,Strategy,$7.99,BrainGoodGames,Jan 27 2017,n/a,89.0,28
DRAGON QUEST HEROES™ Slime Edition,"Action, RPG",$39.99,"KOEI TECMO GAMES CO., LTD.",Dec 3 2015,n/a,67.0,1118
101 Cats Hidden in Shanghai,"Casual, Indie",$0.99,NaipSoft,Aug 6 2024,n/a,91.0,34
Under the Sky World,"Adventure, Casual, Indie, RPG",$15.99,サークル☆フェアリーフラワー,Jan 4 2023,n/a,65.0,32
SHARK SIEGE - TOGETHER SURVIVAL,"Action, Adventure, Massively Multiplayer, RPG, Simulation",$4.99,Geekon,Aug 1 2024,n/a,35.0,14
TOGETHER BnB,"Adventure, Casual, Indie, RPG, Simulation, Early Access",$17.99,AURORA Games,Apr 9 2021,n/a,60.0,7214
