Game Title,Game Genre,Pricing,Publisher,Release Date,Platform,Rating,Number of Ratings
Tricolour Lovestory,"Adventure, Casual, Indie",$1.99,HL-Galgame,Sep 20 2017,n/a,82.0,25801
Kittens and Yarn,Casual,$1.99,Pinel Games,Jun 17 2021,n/a,95.0,169
Invasher,"Action, Casual, Indie",$4.99,Jomjak,Jan 25 2019,n/a,100.0,22
Miaou Moon,"Action, Casual, Indie",$4.99,"Stephane Valverde, Leslie Valverde",Aug 16 2016,n/a,45.0,11
Drive Me Crazy,"Adventure, Casual, RPG, Simulation, Strategy",$12.99,wwqk Studio,Jul 12 2024,n/a,73.0,322
New Meaning,Free To Play,Free,Brave Lobster Studios,Aug 16 2021,n/a,67.0,82
Touhou Meijinka ~ Song of Divine Tempest,"Action, Indie",Free,"Drillimation Systems, Studio Emiko, E. Enthusiasm",Dec 7 2023,n/a,66.0,27
Ramify,"Casual, Indie",$2.99,Create Something Interesting,Apr 21 2017,n/a,86.0,38
Muv-Luv (マブラヴ),"Adventure, Casual",$29.99,aNCHOR Inc.,Jul 15 2016,n/a,94.0,1317
My Little Prince - a jigsaw puzzle tale,Casual,$1.99,Mens Sana Interactive,Sep 16 2020,n/a,100.0,47
Water Festa,Action,$4.99,sTeloXz,Apr 8 2024,n/a,95.0,21
Parkour Labs,"Action, Adventure, Casual",$4.99,"SoyKhaler, Entorno Virtual",Jun 28 2024,n/a,95.0,46
Alicia Quatermain 4: Da Vinci and the Time Machine,"Adventure, Strategy",$11.99,"Jetdogs Studios, Whalebox",Oct 31 2019,n/a,63.0,11
Galaxy Arena,"Action, Indie",$4.99,CICUN,Apr 3 2021,n/a,84.0,13
Quiet Thoughts,Indie,Free To Play,Luka Radulovic,Apr 2 2021,n/a,76.0,21
ALICE VR,"Adventure, Indie",$9.99,Carbon Studio,Oct 27 2016,n/a,39.0,218
Funbag Fantasy 3if,"Action, Adventure, Casual, Indie, RPG",$44.99,Waffle,May 6 2021,n/a,100.0,34
Fractal Block World,"Action, Adventure, Indie",$6.99,Dan Hathaway,Oct 18 2021,n/a,98.0,211
Dungeon Knight,"Action, Indie",$2.99,BunaGames,May 21 2023,n/a,70.0,10
Togainu no Chi ~Lost Blood~,Adventure,$19.99,Nitro+CHiRAL,Feb 25 2020,n/a,96.0,348
Freedom Planet,"Action, Indie",$14.99,GalaxyTrail,Jul 21 2014,n/a,96.0,3122
Toy Soldiers: HD,"Action, Simulation, Strategy",$29.99,"Signal Studios, Outer Heaven, Eden Industries",Oct 21 2021,n/a,59.0,114
Psychonauts 2,"Action, Adventure",$59.99,Double Fine Productions,Aug 24 2021,n/a,96.0,9562
Chicken Invaders Universe,"Action, Casual, Indie, Massively Multiplayer, Free To Play",Free To Play,InterAction studios,Dec 15 2022,n/a,91.0,3325
Primal Fears,"Action, Indie",$4.99,DnS Development,Jan 8 2013,n/a,59.0,182
Sport Girls,"Casual, Indie",$0.99,IR Studio,Aug 7 2020,n/a,84.0,53
Trick and Treat - Visual Novel,"Casual, Free To Play, Indie, Simulation",Free To Play,Eternal Night Studios,Dec 30 2016,n/a,89.0,3578
SWORDCAR,"Action, Indie, Racing, Early Access",$4.99,SpaceMicroscope Studios,Nov 2 2023,n/a,98.0,86
Ship Graveyard Simulator 2,"Action, Adventure, Casual, Indie, Simulation",$24.99,"Games Incubator, Hypnotic Ants",Aug 16 2023,n/a,80.0,1896
Nemesis: Lockdown,"Adventure, Indie, Strategy",$24.99,InterStudio,May 31 2022,n/a,72.0,588
Life of Fly 2,"Casual, Indie, Simulation",$9.99,EpiXR Games UG,Jun 10 2021,n/a,100.0,22
Sniper Killer,"Action, Indie",$11.99,"Black Eyed Priest, Henry Hoare",Oct 17 2024,n/a,85.0,280
Noob - The Factionless,"Adventure, Indie, RPG",$29.99,"BlackPixel Studio, Olydri Games",Jun 29 2023,n/a,80.0,320
Boxing Coach,"Casual, Indie, Simulation, Sports, Early Access",$9.99,Yiku studio,Oct 15 2020,n/a,64.0,17
Tank Battle: North Africa,Strategy,$9.99,HexWar Games,Jul 12 2016,n/a,87.0,16
Zombie Quarantine,"Casual, Strategy",$0.99,Tobop Productions,Jun 23 2017,n/a,90.0,11
GraFi,"Adventure, Casual, Indie, Simulation, Strategy",$1.99,Blender Games,Apr 26 2019,n/a,80.0,10
Overbowed,"Action, Adventure, Indie",$8.99,"Klardonics Digital, Ltd, tsuwami",May 30 2024,n/a,91.0,35
Ricky Recharge,"Action, Indie",$4.99,Team Recharge,Dec 20 2022,n/a,94.0,18
Big Tiddy Goth GF Simulator,"Adventure, Casual, Free To Play, Indie, Simulation",Free,"Wowee, Woot",May 18 2020,n/a,81.0,329
Lucky Gem,"Casual, Indie, RPG, Strategy",$1.99,Studio Six,Apr 12 2022,n/a,30.0,10
Devil May Cry 4 Special Edition,Action,$24.99,"CAPCOM Co., Ltd.",Jun 23 2015,n/a,89.0,12431
FETUS,Casual,$4.99,LenstroyS,Jul 4 2022,n/a,100.0,19
Fortified,"Action, Indie, Strategy",$14.99,Siege Camp,Feb 3 2016,n/a,75.0,210
Oppaidius Summer Trouble!,"Indie, Simulation",$6.99,Vittorio Giorgi (SbargiSoft),Dec 10 2018,n/a,95.0,46
World of Myths,"Free To Play, Indie, Strategy, Early Access",Free To Play,Rebellious Software,May 30 2019,n/a,84.0,303
Barry the Bunny,"Action, Adventure, Indie",$4.99,lightUP,Oct 15 2020,n/a,100.0,11
2084,"Action, Indie, Early Access",$9.99,Feardemic,Dec 13 2018,n/a,57.0,88
School Bus Driver Simulator,"Casual, Indie, Racing, Simulation",$199.99,TITI Studios,May 21 2022,n/a,70.0,27
Esperia ~ Uprising of the Scarlet Witch ~,"Indie, RPG, Strategy",$18.99,Prismalice,Mar 1 2023,n/a,93.0,33
The Age of Decadence,"Indie, RPG",$14.99,Iron Tower Studio,Oct 14 2015,n/a,81.0,3205
March of the Living,"Adventure, Indie, Strategy",$14.99,Machine 22,Apr 20 2016,n/a,71.0,428
From Red to Green,Indie,$1.99,KAT_Editor,Jan 3 2022,n/a,100.0,15
Cold Start: The Callisto,"Adventure, Casual, Indie, Early Access",$10.99,GIB Games,Jul 7 2022,n/a,54.0,11
Pixel Puzzles World War II Jigsaws,"Casual, Free To Play",Free To Play,Pixel Puzzles,Sep 6 2023,n/a,97.0,42
Kitsune Tails,"Action, Adventure, Indie",$19.99,Kitsune Games,Aug 1 2024,n/a,98.0,623
The Last Hope: Trump vs Mafia - North Korea,"Action, Adventure, Casual, Indie, Simulation, Sports, Strategy",$4.99,new dev,Jan 20 2017,n/a,56.0,265
TRAIL OUT,"Action, Casual, Indie, Racing",$19.99,GOOD BOYS,Sep 7 2022,n/a,82.0,2141
Find The Key,"Adventure, Indie, Free To Play",Free To Play,EddysssGames,Nov 11 2022,n/a,46.0,28
Ashwalkers,"Adventure, Indie",$11.99,Nameless XIII,Apr 15 2021,n/a,64.0,119
Looterkings,"Action, Indie, RPG",$17.99,Looterkings,Aug 11 2017,n/a,77.0,333
The Dark Method,"Action, Adventure, Indie, Early Access",$12.99,Analog Joker LLC,Nov 19 2020,n/a,91.0,35
Mixcraft 8 Home Studio,"Audio Production, Utilities, Video Production",$39.99,"Acoustica, Inc.",May 8 2017,n/a,89.0,603
Zork Anthology,Adventure,$5.99,Infocom,Jul 14 1989,n/a,96.0,87
AvoCuddle,"Action, Adventure, Indie",$4.99,Binary Lunar,Jul 12 2019,n/a,90.0,20
Backrooms Rec.,"Action, Adventure, Indie, Early Access",$6.99,Liminal Logic,Mar 6 2024,n/a,67.0,411
SCALEPLANET,"Adventure, Casual, Indie, Simulation",$44.99,"Scale Studio, Gamesforgames",May 24 2022,n/a,100.0,10
Staxel,"Indie, RPG, Simulation",$19.99,Plukit,Apr 11 2019,n/a,80.0,3019
Ghost in the pool,"Adventure, Indie",$4.99,CASCHA GAMES,Jan 27 2021,n/a,75.0,260
Evil Inside,"Adventure, Indie",$12.99,JanduSoft,Mar 25 2021,n/a,64.0,250
My Dream Sport Dating Simulator,Indie,$4.99,"Curse Box Studios, Curse Box Alt",Feb 18 2021,n/a,90.0,10
Cross Princess,"Adventure, Casual, Indie",$2.99,双叶小组,Sep 9 2020,n/a,96.0,826
DreadHaunt,"Action, Adventure, Indie",$19.99,Digital Happiness,Sep 23 2024,n/a,77.0,27
Syllogism,"Adventure, Indie",$6.99,SVGames,Jan 11 2024,n/a,70.0,10
The White Door,"Adventure, Indie",$3.99,Rusty Lake,Jan 9 2020,n/a,93.0,5472
Rock Star Manager,"Casual, Indie, Simulation, Strategy",$1.99,Imperia Studios,Jan 7 2022,n/a,63.0,19
Drag and Drop Medieval,Casual,$29.99,Galactic Geckon,Jun 19 2024,n/a,86.0,52
Amber Alert,Action,$4.99,MEATBREAD,Jul 4 2024,n/a,66.0,74
Dots eXtreme,"Casual, Indie, Strategy",$1.99,Starwind Games,Jun 12 2016,n/a,88.0,52
Slappy Board,"Action, Casual, Indie, Simulation",$9.99,Slappy Inc.,Nov 15 2023,n/a,91.0,23
Please Be Happy,Casual,$19.99,Studio Élan,Nov 21 2022,n/a,99.0,262
An alt girl for skoof,"Casual, Indie",$4.99,"Terletski Games, RIKANIMATION",Apr 21 2024,n/a,81.0,6554
SMIB: Mission Cure,"Casual, Indie, Early Access",$1.99,Virtual Arts Studio,Nov 19 2020,n/a,90.0,20
Ball Go Home,Action,Free To Play,Mitchell Howard,Feb 9 2023,n/a,90.0,11
Lumberjack's Dynasty,Simulation,$19.99,UMEO Studios,Feb 25 2021,n/a,72.0,2121
Robothorium,"Indie, RPG, Strategy",$14.99,Goblinz Studio,Jan 31 2019,n/a,65.0,244
STORY OF SEASONS: Friends of Mineral Town,"Casual, RPG, Simulation",$39.99,Marvelous Inc.,Jul 14 2020,n/a,93.0,4584
Making Lovers After Stories,Adventure,$17.99,Smee,Aug 26 2022,n/a,95.0,68
Conviction,"Action, Indie, Early Access",$3.99,J-Bradford,Dec 28 2023,n/a,100.0,13
Desktop Pets,"Casual, Free To Play",Free To Play,"Blizer, vibezzzzzzzzzzzzzzzzzzzz",Aug 4 2024,n/a,54.0,22
Dynamite Alex,"Action, Indie",$0.99,Ryan Silberman,Feb 17 2014,n/a,76.0,21
Thy Kingdom Crumble,"Action, Indie",$4.99,Julian Edison,Sep 26 2019,n/a,81.0,11
Jerry Rice & Nitus' Dog Football,Sports,$2.99,JUDOBABY INC.,Aug 16 2011,n/a,90.0,51
World War II GI,Action,$6.99,TNT Team,Mar 15 1999,n/a,46.0,58
Sculpture Hentai Edition,"Action, Adventure, Casual, Indie, RPG, Simulation",$0.99,Guilty Pleasure Games,Sep 3 2021,n/a,77.0,36
Radical Spectrum: Volume 1,Action,$1.99,Autonomic Interactive,Jul 8 2016,n/a,47.0,51
Forestry 2017 - The Simulation,Simulation,$9.99,"Joindots, SilentFuture",Mar 25 2016,n/a,17.0,47
Skye: The Misty Isle,"Action, Adventure, Indie, RPG, Early Access",$24.99,Aurora Game Studios,Jun 18 2024,n/a,47.0,19
Shadow of the Guild,"Action, Adventure, Indie, RPG",$7.99,Guild Studio,Nov 10 2022,n/a,100.0,13
Darksy's Adventure,"Action, Adventure, Indie",Free,Honza 55 44,Mar 31 2023,n/a,90.0,11
Abyssal,"Strategy, Free To Play",Free,DigiPen Europe-Bilbao,Jul 19 2024,n/a,93.0,33
Minami Lane,"Casual, Indie, Simulation, Strategy",$4.99,"Doot, Blibloop",Feb 28 2024,n/a,97.0,3383
Legendary,Action,$5.99,Spark Unlimited,Dec 1 2008,n/a,56.0,2005
Hotdog Runner,Casual,$1.99,Aidor Games,Mar 6 2024,n/a,99.0,215
Rise to Ruins,"Indie, Simulation, Strategy",$14.99,Raymond Doerr,Oct 14 2019,n/a,88.0,7072
Battle Cat vs Treacherous Mice,"Action, Adventure, Casual",$0.99,FreeAnimals_Software,Apr 16 2021,n/a,83.0,18
Shelter 3,"Adventure, Indie, Simulation",$19.99,Might and Delight,Mar 30 2021,n/a,53.0,293
Odysseus: Long Way Home,"Adventure, Casual",$3.99,Rainbow Games,Feb 23 2015,n/a,66.0,18
Lightfish,"Action, Casual, Indie",$4.99,Eclipse Games,Oct 19 2011,n/a,90.0,70
Terroir,"Indie, Simulation, Strategy",$7.99,General Interactive Co.,Sep 20 2017,n/a,73.0,334
Desvelado,"Adventure, Casual, Indie",$6.99,"Valentín Zacarías, Pablo Cuello, Joaquín Calvo",Aug 14 2024,n/a,98.0,192
Derrick the Deathfin,Indie,$7.99,different cloth,Jun 16 2014,n/a,91.0,12
My Ex-Boyfriend the Space Tyrant,Adventure,$14.99,Up Multimedia,Dec 10 2012,n/a,76.0,107
Velocity Rift,"Action, Free To Play, Indie",Free To Play,Velocirifters,Dec 30 2022,n/a,100.0,10
Acretia - Guardians of Lian,"Indie, RPG, Strategy, Early Access",$19.99,"Ozaak, inc.",Oct 13 2022,n/a,66.0,99
It's a Wrap!,"Action, Indie",$17.99,Chanko Studios,Aug 23 2023,n/a,86.0,43
Friki,"Action, Adventure, Indie, Early Access",$9.99,Wompa Labs,Feb 22 2022,n/a,64.0,54
[SUBJECT],"Adventure, Indie",$8.99,RUDZKI,Apr 13 2023,n/a,86.0,72
ENTANGLED SOULS,"Action, Adventure, Indie",$9.99,OKOWA_T,Sep 9 2023,n/a,84.0,13
Somnipathy,"Adventure, Indie",$16.99,Tearcell Game Studio,Sep 12 2023,n/a,93.0,15
Letter Lancers,"Action, Indie, Early Access",$8.99,Wetcoat Games,Jun 19 2024,n/a,92.0,39
"Warhammer 40,000: Dawn of War - Anniversary Edition",Strategy,$34.99,Relic Entertainment,Jan 1 2006,n/a,95.0,7669
Elderand,"Action, Adventure, Indie, RPG",$19.99,"Mantra, Sinergia Games",Feb 16 2023,n/a,78.0,429
BE-A Walker,"Action, Adventure, Indie, Simulation",$9.99,Tequilabyte Studio,May 7 2020,n/a,73.0,520
Chaos Galaxy 2,"Indie, RPG, Simulation, Strategy",$19.99,Han Zhiyu,Jan 5 2023,n/a,82.0,242
Gachi Revenge,"Action, Adventure, Indie",$0.99,Take Toad,Jun 5 2020,n/a,93.0,226
Brutalism22,Adventure,$3.99,Marginal act,Apr 12 2023,n/a,61.0,36
Mission Rovee,"Adventure, Casual, Simulation",$0.99,"Sphere Province Games, Jared Bowman, Andrew Everage-Scheible, Jeffrey Harmon, Victoria Moon, Tommy Nguyen, Pandora Roberts",Apr 29 2024,n/a,100.0,11
Omegaland,"Casual, Indie",Free To Play,Jonas Kyratzes,Jul 12 2017,n/a,91.0,107
Miner: Dig Deep,"Adventure, Casual, Indie, Simulation",$6.99,Substance Games,Nov 27 2020,n/a,91.0,217
NEAR DEADline,"Action, Casual, Free To Play, Indie",Free,Dumb ****ing Horse,Aug 12 2020,n/a,88.0,72
Legend of Ixtona,"Adventure, RPG, Simulation, Strategy",$14.99,WorldWideSoftware,Mar 3 2022,n/a,57.0,14
Sleep Paralysis: The Uncanny Valley,"Adventure, Indie, RPG",$8.99,Limited Insight Studios,Dec 14 2022,n/a,84.0,19
Call of Senpai: Waifu Warfare 2,Action,$2.99,StrelitziaGames,May 24 2022,n/a,32.0,28
Lilitales,"Indie, RPG",$19.99,TUNNEL No.73,Oct 10 2019,n/a,88.0,559
Reckpunk,"Action, Indie",Free,dlan,Sep 30 2014,n/a,78.0,28
Monster Hunter Stories 2: Wings of Ruin Trial Version,"Adventure, RPG",[],"CAPCOM Co., Ltd.",Jul 8 2021,n/a,83.0,1268
Fall of the stick knights,"Action, Casual, Indie, Free To Play, Early Access",Free To Play,TerraDevlog,Oct 11 2023,n/a,77.0,59
Rogue Explorer,"Action, RPG",$7.99,Zoo Corporation,Mar 11 2021,n/a,72.0,11
Karen: An Outrage Simulator,Indie,$2.99,Vagabond Dog,Aug 27 2020,n/a,93.0,180
Wienne,"Indie, RPG",Free To Play,Creeepling,Jan 6 2020,n/a,91.0,59
Easy Red 2,"Action, Indie, Simulation, Strategy",$8.99,Marco Amadei,Nov 10 2020,n/a,90.0,4964
Late photographer 2 free,"Casual, Free To Play",Free,photographer,Feb 23 2022,n/a,42.0,47
Cursed Ones,"Action, Adventure, Free To Play",Free To Play,Brainrot Games,Oct 25 2024,n/a,29.0,24
ArkanoidSmoking,"Casual, Indie",$0.99,StalkerAlex..,Aug 14 2017,n/a,20.0,10
Labyrinths of the World: Shattered Soul Collector's Edition,"Adventure, Casual",$9.99,Domini Games,Jan 27 2017,n/a,100.0,15
Kamifuda,"Indie, Strategy",$10.99,Realm Archive,Sep 13 2022,n/a,87.0,123
かぞえ飯,"Indie, Simulation",$2.99,oyajinojiike,Aug 3 2023,n/a,95.0,89
Escape Legacy: Ancient Scrolls,"Adventure, Casual, Indie",$8.99,Storming Tech,Oct 15 2018,n/a,69.0,63
Zombie Survivors,"Action, Indie",$3.99,"Cube Games, Denner Bougo",Oct 24 2024,n/a,100.0,13
Moonleap,"Action, Adventure, Casual, Indie, Strategy",$8.99,guselect,Apr 11 2023,n/a,99.0,770
Duck Life 9: The Flock,"Adventure, Casual, Indie, Racing, Simulation, Sports",$9.99,Wix Games,May 7 2024,n/a,87.0,110
Timberman VS,"Action, Casual, Indie",$1.99,Digital Melody,Oct 12 2018,n/a,91.0,3039
Cloud Climber,"Adventure, Casual, Indie, Free To Play",Free,Two Star Games,Jan 14 2021,n/a,91.0,4044
HoneyHoneyHoney!,Adventure,$29.99,Ouchi Jikan,Aug 22 2021,n/a,91.0,57
LONER,"Adventure, Casual, Indie, Simulation",$0.99,LTZinc,Apr 3 2021,n/a,70.0,37
Converter,"Adventure, Indie, RPG",$5.99,Funkyzeit Games,Apr 6 2021,n/a,100.0,14
Christmas Tale - Visual Novel,"Adventure, Casual",$1.99,morojenoe's empire,Jan 2 2018,n/a,40.0,10
Ultimate Protector,"Casual, Indie, Strategy",$2.99,"Dongguan Liuli Game Technology Co.,Ltd",Sep 27 2022,n/a,89.0,48
Bishi and the Alien Slime Invasion!,"Action, Adventure, Casual, Indie, Free To Play",Free To Play,Because Because Games,Apr 23 2018,n/a,84.0,13
DROS,"Action, Adventure, Casual, Indie",$19.99,emergeWorlds,Jul 20 2023,n/a,97.0,45
Dark Romance: Ashville Collector's Edition,"Adventure, Casual",$9.99,Domini Games,Mar 27 2020,n/a,92.0,13
Dine 'n Bash,"Action, Free To Play",Free,Shatterlight Productions,Sep 6 2024,n/a,94.0,17
Call of Duty®: Vanguard,Action,$59.99,"Sledgehammer Games, Treyarch, High Moon Studios, Raven Software, Beenox, Demonware",Mar 8 2023,n/a,66.0,2652
Knights of the Temple: Infernal Crusade,"Action, Adventure",$9.99,Starbreeze Studios,Apr 8 2004,n/a,91.0,95
Mushroom Savior,"Adventure, Indie",$3.99,Flying Islands Team,Sep 4 2020,n/a,100.0,12
Broken Blades,Indie,$3.99,Spirit Games Studio,Sep 13 2021,n/a,75.0,12
Iridion 3D,Action,$12.99,"Shin'en Multimedia, Piko Interactive",May 1 2001,n/a,92.0,13
Bendy and the Ink Machine,"Action, Adventure, Indie, Strategy",$19.99,Joey Drew Studios,Feb 10 2017,n/a,90.0,16942
Sandra and Woo in the Cursed Adventure,"Adventure, Indie",$4.99,Feline Fuelled Games,May 5 2017,n/a,61.0,21
Cats-Shaped,"Casual, Indie, Free To Play",Free To Play,SeluGames,Aug 1 2024,n/a,20.0,29
Dragon Racer,"Adventure, Indie, RPG",$7.99,Hosted Games,Jan 31 2019,n/a,64.0,25
Shadow Arena,"Action, Free To Play, Massively Multiplayer, RPG, Strategy, Early Access",Free To Play,Pearl Abyss,May 21 2020,n/a,55.0,5509
Project Grove: Prologue,"Adventure, Indie",Free,Antler Studios,Sep 11 2021,n/a,72.0,44
DIMENSIONAL SLAUGHTER,"Action, Early Access",$8.99,"Bashir ""ManliestDev"" Kashalo",Oct 11 2022,n/a,83.0,74
Dakar Desert Rally,Racing,$29.99,Saber Porto Ltd.,Oct 4 2022,n/a,58.0,1131
The Case of the Golden Idol,"Adventure, Indie",$17.99,Color Gray Games,Oct 13 2022,n/a,98.0,6464
Zero-K,"Indie, Simulation, Strategy, Free To Play",Free,Zero-K Team,Apr 27 2018,n/a,93.0,3688
Hat Hunters,"Action, Casual, Free To Play, Indie, Strategy",Free,Nicholas Ingulfsen,Jun 30 2018,n/a,61.0,13
MDF: Magical Defense Force,Adventure,$8.99,Making Delightful Fiction,Mar 17 2023,n/a,100.0,11
Gloomwood,"Action, Indie, Early Access",$19.99,"Dillon Rogers, David Szymanski, Nate Berens, Thomas Porta",Sep 5 2022,n/a,95.0,5239
Medusa,"Action, Adventure, Indie",$2.99,radgu8,Nov 29 2022,n/a,83.0,12
The Redress of Mira,"Adventure, Indie",$7.99,Tonguç Bodur,Jul 7 2022,n/a,80.0,30
Half-Life 2: Update,"Action, Adventure, Free To Play",Free,"Filip Victor, Valve",Mar 27 2015,n/a,93.0,7769
My Friend's Family (Captain Kitty),"Indie, Early Access",$14.99,Captain Kitty,May 13 2024,n/a,72.0,11
Cupid Story: First Date,"Indie, RPG",Free,Supernova Games,Jan 7 2022,n/a,93.0,48
World Mahjong 2.0,"Simulation, Strategy, Free To Play",Free To Play,MasterGames Co;Ltd;,Sep 30 2022,n/a,66.0,24
And Yet It Moves,"Action, Indie",$9.99,Broken Rules,Apr 2 2009,n/a,80.0,309
Interplanetary Gardener,"Action, Casual, Indie",$4.99,Yellowbound,Jan 13 2022,n/a,81.0,11
Pulut Adventure,"Action, Adventure, Indie",$1.99,yayapipi,Jul 9 2015,n/a,62.0,16
Ultra Pig,Indie,$0.99,LillyWelland inc.,Dec 4 2018,n/a,90.0,10
Ad Infernum,"Action, Adventure, Indie",$9.99,Glass Knuckle Games,Feb 29 2024,n/a,98.0,52
Invisible Places - Pixel Art Jigsaw Puzzle,Casual,$0.99,Wise Box Studios,Jan 24 2022,n/a,100.0,19
WE ARE FOOTBALL 2024,"Casual, Simulation, Sports, Strategy",$39.99,Winning Streak Games,Mar 4 2024,n/a,77.0,489
Jigsaw Novel - Public Toilet Sex,"Casual, Indie",$1.99,DIG Publishing,Jan 20 2022,n/a,36.0,11
The Astonishing Game,"Indie, Strategy",$2.99,Turbo Tape Games,Feb 6 2017,n/a,86.0,23
Reberryon,"Action, Free To Play",Free To Play,"robinz, andiegoesindie, Markus Vikmanis, Vera Jonasson, Eero Mutka, Harsh Istalkar, Anna Tsoy, Patryk Aleksandrowicz, Erik Löfving, Ambar Troya, Wilma Wiiand​​, Frode Nilsson​​, Karl Lindblom​",Jun 21 2024,n/a,93.0,33
Years of Division Demo,Strategy,[],"Cold Sap Games, LLC",Oct 9 2023,n/a,100.0,34
EZ2ON REBOOT : R,"Action, Casual, Sports",$44.99,"Neonovice Co., Ltd., SQUARE PIXELS",Apr 14 2022,n/a,90.0,5335
Labyrinth of Lust,"Adventure, Casual, Indie",$4.99,TheBigO Games,Oct 24 2024,n/a,91.0,12
A Pact With Me - Boys Love (BL) Visual Novel,"Casual, Indie, Simulation",$4.99,ChaniMK,Jul 16 2022,n/a,100.0,18
The Nature,"Adventure, Indie, RPG",$3.99,Unphysical Machinery,Sep 26 2018,n/a,70.0,10
Find Cats 喵星寻猫,"Adventure, Casual, Indie",$0.99,Happy Fish,Apr 2 2024,n/a,100.0,21
Pixel Maze,"Casual, Indie",$3.99,Catnip studio,Sep 18 2018,n/a,66.0,12
Void Destroyer 2,"Action, Adventure, Indie, RPG, Simulation, Strategy",$9.99,Iteration 11,Feb 6 2020,n/a,81.0,611
Skautfold: Usurper,"Action, Indie, RPG",$9.99,Steve Gal,Feb 20 2018,n/a,70.0,290
Wee Tanks!,"Action, Casual, Indie, Strategy",$9.99,Studio Kit,May 16 2023,n/a,91.0,410
MLB Home Run Derby VR,"Action, Sports",$29.99,MLB,Apr 26 2018,n/a,72.0,36
ASCIIDENT,"Indie, RPG, Early Access",$9.99,UAB Puzzle Lab,Mar 18 2020,n/a,66.0,24
Farstorm,"Action, Adventure, Casual, Indie, RPG, Strategy",$4.99,CG Creations,Sep 18 2018,n/a,75.0,44
Retro three kingdoms : Special edition,"Indie, Massively Multiplayer, RPG",$4.99,Retro Republic LLC,Apr 11 2022,n/a,41.0,12
The Glitch Prison,"Action, Adventure, Indie, Simulation",$3.99,rentaka,Jan 16 2024,n/a,29.0,51
Fantastic Sea,"Casual, Indie, Simulation, Strategy",$2.99,"Zhu Feng, Liu Fang",Feb 6 2018,n/a,75.0,16
Ships At Sea,"Simulation, Early Access",$24.99,Misc Games,May 23 2024,n/a,68.0,1357
Dino Tour VR,"Adventure, Free To Play, Simulation",Free To Play,SIMSREALITY,Feb 26 2019,n/a,42.0,21
Hentai Pussy 2,"Casual, Indie, Sports",$0.99,Cyber Keks,May 16 2019,n/a,83.0,500
Hotel Renovator,"Adventure, Casual, Indie, Simulation",$24.99,Two Horizons,Mar 7 2023,n/a,77.0,1838
Destroy Space Aliens,"Action, Adventure, Indie",$3.99,"Flying Fire, LLC",Nov 29 2017,n/a,61.0,13
3D PUZZLE - LAST OF CITY,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy",$199.99,PUZZLE Games,May 23 2023,n/a,92.0,13
Neko Nyaa~,"Casual, Indie, Simulation",$1.99,BrickCream,Mar 22 2022,n/a,100.0,11
Anime Sunset Ride,"Casual, Indie",$0.99,Hot Chill,Jun 15 2021,n/a,60.0,45
The Crew Motorfest,Racing,$69.99,Ubisoft Ivory Tower,Apr 18 2024,n/a,72.0,3352
VoiceAttack,Utilities,$11.99,VoiceAttack.com,Oct 1 2009,n/a,95.0,1147
69 Balls,"Action, Casual, Indie, Simulation, Sports, Free To Play",Free To Play,"Matthew Choi, Plum Point 2",Jun 16 2023,n/a,91.0,147
Apocalypse Night,"Action, Adventure, Indie",$0.99,Embryo,Oct 31 2017,n/a,74.0,35
Skinny & Franko: Fists of Violence,"Action, Adventure, Casual, Indie",$18.99,"Blue Sunset Games, Console Labs S.A.",Apr 28 2023,n/a,88.0,108
BoomCrash,"Casual, Indie",$24.99,Enoops,May 24 2022,n/a,64.0,14
Creepy Creepy Love,"Action, Adventure, Indie, RPG, Sports",$3.99,BYYONI Entertainment,Oct 7 2024,n/a,87.0,16
Sex Adventures - Futanari Doctor,"Casual, Indie",$1.99,EroticGamesClub,Mar 18 2022,n/a,68.0,16
Rick Henderson,"Action, Indie",$3.99,Fat Pug Studio,Aug 4 2021,n/a,95.0,23
Haven Park,"Adventure, Indie, RPG",$8.99,"Fabien Weibel, Bubblebird Studio",Aug 5 2021,n/a,95.0,715
Pixel Cafe,"Casual, Indie, Simulation, Strategy",$12.99,Baltoro Games,Nov 30 2023,n/a,94.0,245
Age of Chivalry,Indie,Free,Team Chivalry,Dec 1 2007,n/a,87.0,2362
Wick,"Action, Adventure, Indie",$5.99,Hellbent Games,Dec 17 2015,n/a,88.0,462
Bloodhound: First day in hell,"Action, Free To Play, Indie",Free,Kruger & Flint Productions,Mar 30 2023,n/a,78.0,375
Slaycation Paradise,"Action, Indie",$14.99,Affordable Acquisition,Aug 18 2022,n/a,84.0,94
POLYBIUS,Action,$6.99,Llamasoft Ltd.,Dec 21 2018,n/a,94.0,225
𝄢Gaia's Melody II: ECHOED MEMORIES,"Adventure, Indie, RPG",$7.99,Echo607,Nov 5 2021,n/a,100.0,11
Pressured,Indie,$2.99,Paul Marrable,Jul 18 2014,n/a,50.0,287
Candice DeBébé's Scandalous Secrets,"Action, Adventure, Indie, RPG",$4.99,Havishamone Games,Nov 2 2018,n/a,95.0,20
Just Skill Shooter 4,"Action, Adventure, Casual, Simulation, Sports, Strategy",$9.99,Gamesforfarm,Oct 2 2024,n/a,90.0,11
LOST ORBIT: Terminal Velocity,Action,$9.99,PixelNAUTS Games,Jul 16 2019,n/a,88.0,26
